seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr6	26225674	26225740	67	*	X0861	8353	26225383	26225844	462	+	0	inside	290	H3C6
chr6	26250525	26250593	69	*	X0862	8345	26251879	26252303	425	+	1285	upstream	1285	H2BC9
chr6	26250525	26250593	69	*	X0862	8968	26250370	26250835	466	-	0	inside	241	H3C7
chr6	26271260	26271439	180	*	X0863	8346	26273204	26273640	437	+	1764	upstream	1764	H2BC10
chr6	26271260	26271439	180	*	X0863	8355	26271146	26271612	467	-	0	inside	172	H3C8
chr6	26987790	26988023	234	*	X0865	100270746	26987145	26988085	941	-	0	inside	61	LOC100270746
chr6	27115178	27115253	76	*	X0866	100422934	27115405	27115467	63	+	151	upstream	151	MIR3143
chr6	27115178	27115253	76	*	X0866	85236	27106072	27114637	8566	-	540	upstream	540	H2BC12
chr6	27806418	27806492	75	*	X0868	8330	27805658	27806117	460	-	300	upstream	300	H2AC15
chr6	27806418	27806492	75	*	X0868	8341	27806440	27806888	449	+	0	overlapStart	0	H2BC15
chr6	27806517	27806537	21	*	X0869	8330	27805658	27806117	460	-	399	upstream	399	H2AC15
chr6	27806517	27806537	21	*	X0869	8341	27806440	27806888	449	+	0	inside	76	H2BC15
chr6	33561198	33561242	45	*	X0886	401253	33553883	33561115	7233	-	82	upstream	82	LINC00336
chr6	33757134	33757148	15	*	X0888	221496	33738990	33756906	17917	-	227	upstream	227	LEMD2
chr6	34204424	34204467	44	*	X0889	3159	34204577	34214008	9432	+	109	upstream	109	HMGA1
chr6	35436260	35436386	127	*	X0891	4736	35436178	35438558	2381	+	0	inside	81	RPL10A
chr6	35436418	35436449	32	*	X0892	4736	35436178	35438558	2381	+	0	inside	239	RPL10A
chr6	36410561	36410656	96	*	X0895	222658	36410544	36458315	47772	+	0	inside	16	KCTD20
chr6	36410561	36410656	96	*	X0895	222659	36358329	36410666	52338	-	0	inside	9	PXT1
chr6	36562194	36562340	147	*	X0896	6428	36562090	36572244	10155	+	0	inside	103	SRSF3
chr6	37665836	37665896	61	*	X0900	266727	37600284	37665766	65483	-	69	upstream	69	MDGA1
chr6	38670756	38670804	49	*	X0901	2739	38643702	38670952	27251	-	0	inside	147	GLO1
chr6	38670820	38670872	53	*	X0902	2739	38643702	38670952	27251	-	0	inside	79	GLO1
chr6	39196954	39197230	277	*	X0903	8645	39156747	39197251	40505	-	0	inside	20	KCNK5
chr6	42018332	42018432	101	*	X0906	129685	42018251	42055199	36949	+	0	inside	80	TAF8
chr6	42018332	42018432	101	*	X0906	896	41902671	42016610	113940	-	1721	upstream	1721	CCND3
chr6	42419528	42419693	166	*	X0907	55809	42192669	42419865	227197	-	0	inside	171	TRERF1
chr6	43484904	43484962	59	*	X0911	25844	43479565	43484728	5164	-	175	upstream	175	YIPF3
chr6	43484904	43484962	59	*	X0911	9533	43484777	43497114	12338	+	0	inside	126	POLR1C
chr6	43543574	43543700	127	*	X0912	5429	43543878	43588260	44383	+	177	upstream	177	POLH
chr6	43543574	43543700	127	*	X0912	57510	43490068	43543812	53745	-	0	inside	111	XPO5
chr6	43543959	43544038	80	*	X0913	5429	43543878	43588260	44383	+	0	inside	80	POLH
chr6	43543959	43544038	80	*	X0913	57510	43490068	43543812	53745	-	146	upstream	146	XPO5
chr6	44280840	44280963	124	*	X0920	57505	44266463	44281063	14601	-	0	inside	99	AARS2
chr6	45346002	45346012	11	*	X0921	8464	44777054	45345788	568735	-	213	upstream	213	SUPT3H
chr6	64346017	64346286	270	*	X0930	23469	64345725	64424405	78681	+	0	inside	291	PHF3
chr6	71276744	71276771	28	*	X0931	135154	71276625	71298606	21982	+	0	inside	118	SDHAF4
chr6	74230419	74230662	244	*	X0933	1915	74225473	74230755	5283	-	0	inside	92	EEF1A1
chr6	76311645	76311979	335	*	X0934	26054	76311622	76427994	116373	+	0	inside	22	SENP6
chr6	79788407	79788477	71	*	X0935	55023	79644136	79788011	143876	-	395	upstream	395	PHIP
chr6	86303360	86303506	147	*	X0936	57231	86215215	86303629	88415	-	0	inside	122	SNX14
chr6	86303718	86303854	137	*	X0937	57231	86215215	86303629	88415	-	88	upstream	88	SNX14
chr6	86388117	86388149	33	*	X0940	26799	86387012	86387086	75	-	1030	upstream	1030	SNORD50A
chr6	86388117	86388149	33	*	X0940	692088	86387307	86387377	71	-	739	upstream	739	SNORD50B
chr6	86388163	86388389	227	*	X0941	26799	86387012	86387086	75	-	1076	upstream	1076	SNORD50A
chr6	86388163	86388389	227	*	X0941	387066	86386725	86388451	1727	-	0	inside	61	SNHG5
chr6	86388163	86388389	227	*	X0941	692088	86387307	86387377	71	-	785	upstream	785	SNORD50B
chr6	86388719	86388844	126	*	X0942	26799	86387012	86387086	75	-	1632	upstream	1632	SNORD50A
chr6	86388719	86388844	126	*	X0942	387066	86386725	86388451	1727	-	267	upstream	267	SNHG5
chr6	86388719	86388844	126	*	X0942	692088	86387307	86387377	71	-	1341	upstream	1341	SNORD50B
chr6	89790531	89790551	21	*	X0945	10957	89790429	89794879	4451	+	0	inside	101	PNRC1
chr6	97345577	97345620	44	*	X0947	29078	97337187	97345767	8581	-	0	inside	146	NDUFAF4
chr6	97372588	97372824	237	*	X0948	114792	97372496	97588630	216135	+	0	inside	91	KLHL32
chr6	99963069	99963188	120	*	X0949	85015	99880184	99963308	83125	-	0	inside	119	USP45
chr6	101329145	101329147	3	*	X0950	10973	100956608	101329224	372617	-	0	inside	76	ASCC3
chr6	107435434	107435509	76	*	X0951	57673	107386385	107435636	49252	-	0	inside	126	BEND3
chr6	109703474	109703605	132	*	X0952	8763	109687717	109703762	16046	-	0	inside	156	CD164
chr6	110300033	110300043	11	*	X0953	2830	110300298	110301924	1627	+	254	upstream	254	GPR6
chr6	111803413	111803426	14	*	X0956	643749	111804675	111923497	118823	+	1248	upstream	1248	TRAF3IP2-AS1
chr6	117002085	117002096	12	*	X0957	3841	117002367	117063030	60664	+	270	upstream	270	KPNA5
chr6	125282951	125283148	198	*	X0958	154214	125283862	125404661	120800	+	713	upstream	713	RNF217
chr6	126307695	126307772	78	*	X0961	60487	126307576	126360420	52845	+	0	inside	118	TRMT11
chr6	136610644	136610711	68	*	X0963	9774	136578001	136610989	32989	-	0	inside	277	BCLAF1
chr6	136610865	136610877	13	*	X0964	9774	136578001	136610989	32989	-	0	inside	111	BCLAF1
chr6	139116894	139117015	122	*	X0969	345930	139117248	139225207	107960	+	232	upstream	232	ECT2L
chr6	146056719	146056888	170	*	X0972	7957	145946440	146057122	110683	-	0	inside	233	EPM2A
chr6	149867131	149867142	12	*	X0974	85313	149825631	149867238	41608	-	0	inside	95	PPIL4
chr6	150038922	150039101	180	*	X0975	9113	149979289	150039392	60104	-	0	inside	290	LATS1
chr6	150039350	150039416	67	*	X0976	9113	149979289	150039392	60104	-	0	overlapStart	0	LATS1
chr6	155054268	155054302	35	*	X0977	22828	155054512	155155194	100683	+	209	upstream	209	SCAF8
chr6	159421026	159421043	18	*	X0984	83861	159398266	159421198	22933	-	0	inside	154	RSPH3
chr6	160147852	160147880	29	*	X0985	9589	160148030	160177352	29323	+	149	upstream	149	WTAP
chr6	160148172	160148309	138	*	X0986	9589	160148030	160177352	29323	+	0	inside	141	WTAP
chr6	160183079	160183159	81	*	X0987	100129518	160181291	160183364	2074	-	0	inside	204	SOD2-OT1
chr6	160183079	160183159	81	*	X0987	39	160182989	160200087	17099	+	0	inside	89	ACAT2
chr6	160210507	160210576	70	*	X0988	29074	160211022	160219461	8440	+	445	upstream	445	MRPL18
chr6	160210507	160210576	70	*	X0988	6950	160199530	160210735	11206	-	0	inside	158	TCP1
chr6	163834622	163834673	52	*	X0989	9444	163835675	163999628	163954	+	1001	upstream	1001	QKI
chr6	166401450	166401469	20	*	X0990	90632	166337536	166401527	63992	-	0	inside	57	LINC00473
chr6	166401485	166401515	31	*	X0991	90632	166337536	166401527	63992	-	0	inside	11	LINC00473
chr6	166756154	166756264	111	*	X0993	100289495	166756119	166764957	8839	+	0	inside	34	LOC100289495
chr6	166756154	166756264	111	*	X0993	113402	166733517	166755991	22475	-	162	upstream	162	SFT2D1
chr6	170151556	170151580	25	*	X0999	55780	170151721	170181617	29897	+	140	upstream	140	ERMARD
chr6	170151556	170151580	25	*	X0999	6991	170140215	170151638	11424	-	0	inside	57	DYNLT2
chr7	191690	191887	198	*	X1000	56975	192969	300740	107772	+	1081	upstream	1081	FAM20C
chr7	766086	766169	84	*	X1003	54919	766338	826116	59779	+	168	upstream	168	DNAAF5
chr7	855210	855244	35	*	X1005	23353	855194	914557	59364	+	0	inside	15	SUN1
chr7	855300	855359	60	*	X1006	23353	855194	914557	59364	+	0	inside	105	SUN1
chr7	2394024	2394150	127	*	X1007	8662	2394474	2420377	25904	+	323	upstream	323	EIF3B
chr7	5466872	5466895	24	*	X1011	84629	5346423	5465045	118623	-	1826	upstream	1826	TNRC18
chr7	5632574	5632730	157	*	X1012	6624	5632436	5646287	13852	+	0	inside	137	FSCN1
chr7	6048950	6049091	142	*	X1013	5395	6012870	6048737	35868	-	212	upstream	212	PMS2
chr7	6048950	6049091	142	*	X1013	7965	6048882	6063465	14584	+	0	inside	67	AIMP2
chr7	6617214	6617236	23	*	X1014	55146	6617065	6628610	11546	+	0	inside	148	ZDHHC4
chr7	10979852	10979874	23	*	X1018	4697	10971580	10979813	8234	-	38	upstream	38	NDUFA4
chr7	10979999	10980018	20	*	X1019	4697	10971580	10979813	8234	-	185	upstream	185	NDUFA4
chr7	12726067	12726099	33	*	X1020	10124	12726452	12730558	4107	+	352	upstream	352	ARL4A
chr7	22862311	22862339	29	*	X1021	54543	22852251	22862471	10221	-	0	inside	131	TOMM7
chr7	23571497	23571551	55	*	X1022	29896	23544401	23571656	27256	-	0	inside	104	TRA2A
chr7	30634561	30634723	163	*	X1025	401320	30555926	30634419	78494	-	141	upstream	141	GARS1-DT
chr7	39989736	39989741	6	*	X1026	8621	39989959	40136733	146775	+	217	upstream	217	CDK13
chr7	39989779	39989896	118	*	X1027	8621	39989959	40136733	146775	+	62	upstream	62	CDK13
chr7	42971641	42971674	34	*	X1028	5683	42956462	42971805	15344	-	0	inside	130	PSMA2
chr7	42971641	42971674	34	*	X1028	64983	42971939	42977453	5515	+	264	upstream	264	MRPL32
chr7	42971641	42971674	34	*	X1028	79020	42948872	42971805	22934	-	0	inside	130	C7orf25
chr7	43768863	43768986	124	*	X1030	55744	43648055	43769140	121086	-	0	inside	153	COA1
chr7	43908948	43909063	116	*	X1031	64951	43906157	43909145	2989	-	0	inside	81	MRPS24
chr7	44121934	44122022	89	*	X1032	27434	44111847	44122129	10283	-	0	inside	106	POLM
chr7	44621731	44621753	23	*	X1034	222068	44618762	44621827	3066	-	0	inside	73	TMED4
chr7	45150933	45151261	329	*	X1036	9238	45139699	45151346	11648	-	0	inside	84	TBRG4
chr7	48018973	48019175	203	*	X1038	3364	48002885	48019222	16338	-	0	inside	46	HUS1
chr7	66057212	66057309	98	*	X1044	493754	65993455	66057371	63917	-	0	inside	61	GS1-124K5.11
chr7	66309672	66309812	141	*	X1046	729156	66274980	66309813	34834	-	0	inside	0	GTF2IRD1P1
chr7	66385770	66386115	346	*	X1047	55069	66386203	66423538	37336	+	87	upstream	87	TMEM248
chr7	73097625	73097665	41	*	X1051	114049	73097898	73119491	21594	+	232	upstream	232	BUD23
chr7	73097625	73097665	41	*	X1051	84277	73095248	73097781	2534	-	0	inside	115	DNAJC30
chr7	73588437	73588448	12	*	X1053	7458	73588706	73611429	22724	+	257	upstream	257	EIF4H
chr7	73588468	73588485	18	*	X1054	7458	73588706	73611429	22724	+	220	upstream	220	EIF4H
chr7	74072087	74072092	6	*	X1056	2969	74072030	74175022	102993	+	0	inside	56	GTF2I
chr7	74072111	74072123	13	*	X1057	2969	74072030	74175022	102993	+	0	inside	80	GTF2I
chr7	74072140	74072158	19	*	X1058	2969	74072030	74175022	102993	+	0	inside	109	GTF2I
chr7	75508463	75508480	18	*	X1060	57414	75508317	75518244	9928	+	0	inside	145	RHBDD2
chr7	75508537	75508549	13	*	X1061	57414	75508317	75518244	9928	+	0	inside	219	RHBDD2
chr7	75987877	75988198	322	*	X1062	7532	75956108	75988342	32235	-	0	inside	143	YWHAG
chr7	87505911	87506030	120	*	X1064	55972	87463814	87505692	41879	-	218	upstream	218	SLC25A40
chr7	92076819	92076903	85	*	X1067	57798	92076762	92089381	12620	+	0	inside	56	GATAD1
chr7	95951104	95951301	198	*	X1068	10165	95749532	95951459	201928	-	0	inside	157	SLC25A13
chr7	98923312	98923391	80	*	X1071	10552	98923496	98985884	62389	+	104	upstream	104	ARPC1A
chr7	99006326	99006327	2	*	X1072	11333	98992298	99006305	14008	-	20	upstream	20	PDAP1
chr7	99006326	99006327	2	*	X1072	8896	99006592	99017239	10648	+	264	upstream	264	BUD31
chr7	99097790	99097835	46	*	X1073	84124	99090854	99097877	7024	-	0	inside	41	ZNF394
chr7	99214253	99214297	45	*	X1075	221785	99214571	99336131	121561	+	273	upstream	273	ZSCAN25
chr7	99686407	99686453	47	*	X1077	10980	99686583	99689822	3240	+	129	upstream	129	COPS6
chr7	99775388	99775543	156	*	X1078	10734	99775538	99812010	36473	+	0	overlapStart	0	STAG3
chr7	99775388	99775543	156	*	X1078	221914	99767229	99774990	7762	-	397	upstream	397	GPC2
chr7	100026251	100026271	21	*	X1079	55063	99998495	100026431	27937	-	0	inside	159	ZCWPW1
chr7	100026251	100026271	21	*	X1079	56257	100026413	100031749	5337	+	141	upstream	141	MEPCE
chr7	100026490	100026554	65	*	X1080	55063	99998495	100026431	27937	-	58	upstream	58	ZCWPW1
chr7	100026490	100026554	65	*	X1080	56257	100026413	100031749	5337	+	0	inside	76	MEPCE
chr7	100027050	100027151	102	*	X1081	55063	99998495	100026431	27937	-	618	upstream	618	ZCWPW1
chr7	100271164	100271318	155	*	X1083	2783	100271363	100276792	5430	+	44	upstream	44	GNB2
chr7	100303855	100303873	19	*	X1084	10248	100303676	100305123	1448	+	0	inside	178	POP7
chr7	100472814	100472926	113	*	X1085	51593	100472701	100486285	13585	+	0	inside	112	SRRT
chr7	100487516	100487650	135	*	X1086	402682	100486344	100487339	996	-	176	upstream	176	UFSP1
chr7	100808746	100808754	9	*	X1087	7425	100805790	100808852	3063	-	0	inside	97	VGF
chr7	100845065	100845257	193	*	X1088	346606	100839013	100844302	5290	-	762	upstream	762	MOGAT3
chr7	100845271	100845289	19	*	X1089	346606	100839013	100844302	5290	-	968	upstream	968	MOGAT3
chr7	102789845	102789848	4	*	X1090	222236	102740023	102790007	49985	-	0	inside	158	NAPEPLD
chr7	102985119	102985176	58	*	X1091	27000	102952921	102985320	32400	-	0	inside	143	DNAJC2
chr7	104653288	104653306	19	*	X1092	55904	104654637	104754532	99896	+	1330	upstream	1330	KMT2E
chr7	104653326	104653426	101	*	X1093	55904	104654637	104754532	99896	+	1210	upstream	1210	KMT2E
chr7	105925304	105925481	178	*	X1094	10135	105888732	105925638	36907	-	0	inside	156	NAMPT
chr7	107302061	107302195	135	*	X1095	286002	107296961	107302243	5283	-	0	inside	47	SLC26A4-AS1
chr7	112430212	112430401	190	*	X1098	64418	112405787	112430478	24692	-	0	inside	76	TMEM168
chr7	112430575	112430668	94	*	X1099	64418	112405787	112430478	24692	-	96	upstream	96	TMEM168
chr7	123389321	123389489	169	*	X1100	8976	123321997	123389116	67120	-	204	upstream	204	WASL
chr7	128096029	128096059	31	*	X1102	29923	128095884	128098472	2589	+	0	inside	144	HILPDA
chr7	130132281	130132369	89	*	X1103	317751	130126898	130131013	4116	-	1267	upstream	1267	MESTIT1
chr7	135347332	135347362	31	*	X1105	647087	135347221	135378162	30942	+	0	inside	110	STMP1
chr7	137686426	137686562	137	*	X1108	64764	137559725	137686847	127123	-	0	inside	284	CREB3L2
chr7	137686426	137686562	137	*	X1108	6718	137687070	137803050	115981	+	507	upstream	507	AKR1D1
chr7	137686575	137686599	25	*	X1109	64764	137559725	137686847	127123	-	0	inside	247	CREB3L2
chr7	137686575	137686599	25	*	X1109	6718	137687070	137803050	115981	+	470	upstream	470	AKR1D1
chr7	138145076	138145230	155	*	X1110	8805	138145079	138270332	125254	+	0	overlapStart	0	TRIM24
chr7	138720596	138720729	134	*	X1111	92092	138710452	138720775	10324	-	0	inside	45	ZC3HAV1L
chr7	138818540	138818666	127	*	X1112	79989	138818490	138874550	56061	+	0	inside	49	TTC26
chr7	138916047	138916142	96	*	X1113	254048	138916231	138992982	76752	+	88	upstream	88	UBN2
chr7	139025626	139025657	32	*	X1114	100996928	139025878	139108203	82326	+	220	upstream	220	FMC1-LUC7L2
chr7	139025626	139025657	32	*	X1114	154791	139025878	139031065	5188	+	220	upstream	220	FMC1
chr7	139026111	139026260	150	*	X1115	100996928	139025878	139108203	82326	+	0	inside	232	FMC1-LUC7L2
chr7	139026111	139026260	150	*	X1115	154791	139025878	139031065	5188	+	0	inside	232	FMC1
chr7	148787724	148787755	32	*	X1120	136051	148766733	148787869	21137	-	0	inside	113	ZNF786
chr7	148823197	148823317	121	*	X1121	155054	148799878	148823438	23561	-	0	inside	120	ZNF425
chr7	148823197	148823317	121	*	X1121	57541	148823508	148880118	56611	+	190	upstream	190	ZNF398
chr7	148823568	148823613	46	*	X1122	155054	148799878	148823438	23561	-	129	upstream	129	ZNF425
chr7	148823568	148823613	46	*	X1122	57541	148823508	148880118	56611	+	0	inside	59	ZNF398
chr7	152373089	152373112	24	*	X1128	7516	152343587	152373250	29664	-	0	inside	137	XRCC2
chr7	154794899	154795031	133	*	X1129	202781	154795143	154797413	2271	+	111	upstream	111	PAXIP1-DT
chr7	154794899	154795031	133	*	X1129	22976	154735400	154794682	59283	-	216	upstream	216	PAXIP1
chr7	154862849	154863025	177	*	X1130	100128264	154858779	154863267	4489	-	0	inside	241	HTR5A-AS1
chr7	155604849	155604920	72	*	X1132	6469	155592736	155604967	12232	-	0	inside	46	SHH
chr7	156433061	156433081	21	*	X1133	129790	156431060	156433348	2289	-	0	inside	266	NA
chr7	156433061	156433081	21	*	X1133	140545	156433353	156469820	36468	+	271	upstream	271	RNF32
chr8	17780049	17780062	14	*	X1137	5108	17780366	17887457	107092	+	303	upstream	303	PCM1
chr8	18870939	18870953	15	*	X1138	23362	18384813	18871196	486384	-	0	inside	242	PSD3
chr8	19675049	19675052	4	*	X1139	55174	19674918	19709586	34669	+	0	inside	130	INTS10
chr8	22102342	22102477	136	*	X1142	407037	22102475	22102556	82	-	0	overlapEnd	78	MIR320A
chr8	22102342	22102477	136	*	X1142	661	22102619	22108680	6062	+	141	upstream	141	POLR3D
chr8	22224608	22224611	4	*	X1143	23516	22224762	22291640	66879	+	150	upstream	150	SLC39A14
chr8	22461897	22462034	138	*	X1144	57805	22462145	22477983	15839	+	110	upstream	110	CCAR2
chr8	22926428	22926534	107	*	X1145	8795	22877648	22926700	49053	-	0	inside	165	TNFRSF10B
chr8	23386435	23386599	165	*	X1146	51312	23386363	23430063	43701	+	0	inside	71	SLC25A37
chr8	33330563	33330575	13	*	X1150	84750	33228344	33330664	102321	-	0	inside	88	FUT10
chr8	37620193	37620333	141	*	X1151	11212	37620101	37637286	17186	+	0	inside	91	PLPBP
chr8	52811863	52811975	113	*	X1154	115294	52730140	52811735	81596	-	127	upstream	127	PCMTD1
chr8	56686081	56686203	123	*	X1158	137695	56651320	56685885	34566	-	195	upstream	195	TMEM68
chr8	56686081	56686203	123	*	X1158	96764	56685791	56738005	52215	+	0	inside	289	TGS1
chr8	56791618	56791650	33	*	X1159	4067	56792386	56925006	132621	+	735	upstream	735	LYN
chr8	56986806	56986955	150	*	X1160	26795	56986398	56986460	63	-	345	upstream	345	SNORD54
chr8	56986806	56986955	150	*	X1160	6224	56980739	56987140	6402	-	0	inside	184	RPS20
chr8	61193910	61193930	21	*	X1161	767	61101423	61193954	92532	-	0	inside	23	CA8
chr8	64080784	64080939	156	*	X1162	101410533	64080284	64081001	718	-	0	inside	61	YTHDF3-DT
chr8	64080784	64080939	156	*	X1162	253943	64081112	64125346	44235	+	172	upstream	172	YTHDF3
chr8	67837492	67837511	20	*	X1166	641638	67834165	67837777	3613	-	0	inside	265	SNHG6
chr8	69242850	69242863	14	*	X1167	116328	69242957	69731258	488302	+	93	upstream	93	C8orf34
chr8	71581634	71581753	120	*	X1168	389668	71581600	71648177	66578	+	0	inside	33	XKR9
chr8	71581634	71581753	120	*	X1168	51110	71549501	71581447	31947	-	186	upstream	186	LACTB2
chr8	73920662	73920699	38	*	X1169	7013	73921097	73959987	38891	+	397	upstream	397	TERF1
chr8	74205719	74205813	95	*	X1170	157506	74206837	74237520	30684	+	1023	upstream	1023	RDH10
chr8	74205719	74205813	95	*	X1170	6129	74202874	74205869	2996	-	0	inside	55	RPL7
chr8	74888427	74888603	177	*	X1171	54968	74888377	74895018	6642	+	0	inside	49	TMEM70
chr8	75234239	75234250	12	*	X1172	56704	75146939	75233562	86624	-	676	upstream	676	JPH1
chr8	79428053	79428099	47	*	X1173	5569	79428336	79517502	89167	+	236	upstream	236	PKIA
chr8	82754843	82754945	103	*	X1177	64089	82711818	82754521	42704	-	321	upstream	321	SNX16
chr8	82754960	82754964	5	*	X1178	64089	82711818	82754521	42704	-	438	upstream	438	SNX16
chr8	86132343	86132372	30	*	X1179	377677	86132845	86352138	219294	+	472	upstream	472	CA13
chr8	86132343	86132372	30	*	X1179	401466	86126288	86132643	6356	-	0	inside	270	RBIS
chr8	90996608	90996862	255	*	X1180	4683	90945564	90996899	51336	-	0	inside	36	NBN
chr8	91013364	91013390	27	*	X1181	1666	91013580	91064227	50648	+	189	upstream	189	DECR1
chr8	94752605	94752620	16	*	X1182	55472	94752339	94753047	709	+	0	inside	265	RBM12B-AS1
chr8	95653589	95653640	52	*	X1183	100288748	95649513	95651695	2183	-	1893	upstream	1893	LINC02894
chr8	95653589	95653640	52	*	X1183	54845	95653364	95719694	66331	+	0	inside	224	ESRP1
chr8	95731653	95731847	195	*	X1184	286148	95732103	95806076	73974	+	255	upstream	255	DPY19L4
chr8	96281543	96281818	276	*	X1185	157657	96257141	96281462	24322	-	80	upstream	80	C8orf37
chr8	97247592	97247678	87	*	X1186	7381	97238904	97247862	8959	-	0	inside	183	UQCRB
chr8	97275039	97275159	121	*	X1187	51001	97251645	97273796	22152	-	1242	upstream	1242	MTERF3
chr8	97275176	97275198	23	*	X1188	51001	97251645	97273796	22152	-	1379	upstream	1379	MTERF3
chr8	100025308	100025457	150	*	X1190	157680	100025494	100889814	864321	+	36	upstream	36	VPS13B
chr8	103667844	103667892	49	*	X1196	7071	103661005	103667983	6979	-	0	inside	90	KLF10
chr8	104033395	104033448	54	*	X1197	528	104033248	104085285	52038	+	0	inside	146	ATP6V1C1
chr8	104427008	104427011	4	*	X1198	25879	104426942	104455680	28739	+	0	inside	65	DCAF13
chr8	109260633	109260886	254	*	X1200	3646	109213972	109260959	46988	-	0	inside	72	EIF3E
chr8	118533228	118533250	23	*	X1202	90390	118532965	118552501	19537	+	0	inside	262	MED30
chr8	125551469	125551568	100	*	X1206	4715	125551343	125580751	29409	+	0	inside	125	NDUFB9
chr8	125551469	125551568	100	*	X1206	83940	125500735	125551329	50595	-	139	upstream	139	TATDN1
chr8	128807087	128807099	13	*	X1209	100302185	128808208	128808274	67	+	1108	upstream	1108	MIR1204
chr8	128807087	128807099	13	*	X1209	5820	128806803	129113499	306697	+	0	inside	283	PVT1
chr8	143484747	143484897	151	*	X1217	203062	143293441	143484543	191103	-	203	upstream	203	TSNARE1
chr8	143808789	143808977	189	*	X1219	100288181	143783670	143808391	24722	-	397	upstream	397	LNCOC1
chr8	143808789	143808977	189	*	X1219	51337	143808621	143818350	9730	+	0	inside	167	THEM6
chr8	144373291	144373378	88	*	X1220	79943	144373559	144382120	8562	+	180	upstream	180	ZNF696
chr8	144373394	144373409	16	*	X1221	79943	144373559	144382120	8562	+	149	upstream	149	ZNF696
chr8	144692199	144692252	54	*	X1222	65263	144686083	144691784	5702	-	414	upstream	414	PYCR3
chr8	144700109	144700218	110	*	X1223	7264	144694788	144699732	4945	-	376	upstream	376	GFUS
chr8	144700256	144700288	33	*	X1224	7264	144694788	144699732	4945	-	523	upstream	523	GFUS
chr8	144717829	144717993	165	*	X1225	9831	144718183	144735900	17718	+	189	upstream	189	ZNF623
chr8	144766714	144766743	30	*	X1226	286075	144766622	144794977	28356	+	0	inside	91	ZNF707
chr8	145133654	145133800	147	*	X1232	54512	145133522	145135551	2030	+	0	inside	131	EXOSC4
chr8	145158794	145158913	120	*	X1233	81858	145153536	145159140	5605	-	0	inside	226	SHARPIN
chr8	145158794	145158913	120	*	X1233	84232	145159305	145162515	3211	+	391	upstream	391	MAF1
chr8	145634405	145634590	186	*	X1236	29894	145618446	145634733	16288	-	0	inside	142	CPSF1
chr8	145653605	145653793	189	*	X1237	51160	145649000	145653927	4928	-	0	inside	133	VPS28
chr8	145690684	145690727	44	*	X1238	90990	145691738	145699499	7762	+	1010	upstream	1010	KIFC2
chr8	145752240	145752356	117	*	X1239	441381	145747761	145752416	4656	-	0	inside	59	LRRC24
chr8	146017437	146017519	83	*	X1243	6132	146015154	146017805	2652	-	0	inside	285	RPL8
chr8	146024451	146024485	35	*	X1244	340385	146024261	146036554	12294	+	0	inside	189	ZNF517
chr8	146277967	146278091	125	*	X1245	65265	146277824	146281416	3593	+	0	inside	142	C8orf33
chr9	3525869	3525885	17	*	X1247	5991	3224647	3525983	301337	-	0	inside	97	RFX3
chr9	3526565	3526686	122	*	X1248	5991	3224647	3525983	301337	-	581	upstream	581	RFX3
chr9	6007266	6007291	26	*	X1249	100616288	6007826	6007904	79	+	534	upstream	534	MIR4665
chr9	6413437	6413609	173	*	X1250	115426	6413151	6507051	93901	+	0	inside	285	UHRF2
chr9	7799700	7799717	18	*	X1251	90871	7796491	7799799	3309	-	0	inside	81	DMAC1
chr9	19380408	19380496	89	*	X1252	6194	19376254	19380235	3982	-	172	upstream	172	RPS6
chr9	33025012	33025080	69	*	X1254	3301	33025209	33039062	13854	+	128	upstream	128	DNAJA1
chr9	33025346	33025457	112	*	X1255	3301	33025209	33039062	13854	+	0	inside	136	DNAJA1
chr9	34612010	34612042	33	*	X1257	138716	34610482	34612110	1629	-	0	inside	67	RPP25L
chr9	35072479	35072489	11	*	X1259	7415	35056065	35072739	16675	-	0	inside	249	VCP
chr9	35096476	35096506	31	*	X1260	84720	35088685	35096598	7914	-	0	inside	91	PIGO
chr9	37119979	37120001	23	*	X1262	84186	37120469	37358145	237677	+	467	upstream	467	ZCCHC7
chr9	37592463	37592512	50	*	X1263	401505	37582643	37592636	9994	-	0	inside	123	TOMM5
chr9	74525904	74525948	45	*	X1271	138241	74526423	74599390	72968	+	474	upstream	474	C9orf85
chr9	74525904	74525948	45	*	X1271	51104	74477368	74526148	48781	-	0	inside	199	ABHD17B
chr9	74979981	74980082	102	*	X1272	7763	74966341	74980163	13823	-	0	inside	80	ZFAND5
chr9	77567691	77567718	28	*	X1273	55071	77561499	77567802	6304	-	0	inside	83	C9orf40
chr9	86594446	86594486	41	*	X1274	80010	86595637	86618987	23351	+	1150	upstream	1150	RMI1
chr9	86594651	86594663	13	*	X1275	80010	86595637	86618987	23351	+	973	upstream	973	RMI1
chr9	88969165	88969217	53	*	X1277	79670	88902648	88969402	66755	-	0	inside	184	TUT7
chr9	91933134	91933261	128	*	X1280	79048	91933412	91974561	41150	+	150	upstream	150	SECISBP2
chr9	93563635	93563647	13	*	X1281	6850	93564012	93660842	96831	+	364	upstream	364	SYK
chr9	95432678	95432696	19	*	X1282	64768	95375466	95432547	57082	-	130	upstream	130	IPPK
